gene	sim_score
PRKAR1A	2.6868
SMAD4	2.6839
ATP13A3	2.6821
COL1A2	2.6802
GYG1	2.68
ACADVL	2.6795
COX6B1	2.6764
DES	2.666
SELENON	2.647
DOLK	2.6379
MFAP5	2.6355
CSRP3	2.6309
COX7B	2.6295
GTPBP3	2.6276
ABCA3	2.626
FH	2.6189
JUP	2.6156
DSC2	2.5999
SDHAF1	2.597
VCL	2.5921
SPEG	2.5903
CDH2	2.5828
GET3	2.5664
PPP1R13L	2.5512
ARL6	2.5478
HLA-DRB1	2.5478
TBX1	2.5475
NONO	2.5442
MYLK2	2.5436
ALG9	2.5403
EMD	2.5373
CBL	2.5357
ASXL1	2.5294
SCN4A	2.5276
HRAS	2.5148
PNPLA2	2.5114
SYNE1	2.5068
ACTA2	2.4953
MYH11	2.4953
COQ7	2.4909
FOXE3	2.4885
MAT2A	2.4885
MYLK	2.4885
PRKG1	2.4885
HEY2	2.4885
THSD4	2.4885
CACNA1D	2.4876
PEX2	2.4853
GMPPB	2.4795
NRAS	2.4773
NDUFS2	2.4746
ADA2	2.4696
IFIH1	2.4688
BAP1	2.4654
KDM6B	2.4646
TRIP13	2.4641
IL12A	2.4626
CLCNKB	2.4559
IL12B	2.4532
MLX	2.4532
NUP155	2.4471
ALDH18A1	2.4404
C1QBP	2.4399
GPC4	2.4347
TRAF7	2.4309
NEK1	2.4221
HCCS	2.4215
NDUFB11	2.4215
COQ4	2.4214
VPS33A	2.4211
FBXL4	2.4206
CAPNS1	2.4206
BMP2	2.4152
MYCN	2.4138
DEPDC5	2.4097
TPM2	2.4056
ARSB	2.4049
IPO8	2.4031
MT-ATP6	2.401
LRP12	2.401
RET	2.4005
SLC12A3	2.4005
HEXB	2.399
TET2	2.3947
PEX11B	2.3897
CACNA1C	2.3885
SVIL	2.3848
PIK3CA	2.3847
ACTA1	2.3817
FLI1	2.381
NOD2	2.381
SYT2	2.3792
FHL2	2.3779
LAMA4	2.3779
TMPO	2.3779
VEZF1	2.3779
TAF1A	2.3779
HAND2	2.3779
BAG5	2.3779
CAP2	2.3779
ANKRD1	2.3779
GATAD1	2.3779
PPCS	2.3779
RBM20	2.3779
TAB2	2.3758
PPA2	2.3725
MT-ND4	2.3713
RNU4ATAC	2.3713
MAP2K1	2.3649
FNIP1	2.3616
ACADM	2.3613
BCOR	2.3591
KIF1B	2.3564
TPM3	2.353
MDH2	2.3519
BRCA2	2.3517
PYGM	2.3508
PITX2	2.3495
FAS	2.349
C4A	2.349
CCR1	2.349
IFNGR1	2.349
IL10	2.349
TLR4	2.349
KLRC4	2.349
ERAP1	2.349
IL23R	2.349
UBAC2	2.349
IL12A-AS1	2.349
CTNNB1	2.3465
MRAP	2.3393
CCND1	2.3338
TMEM126B	2.3335
SUFU	2.3296
AHDC1	2.3293
PLXND1	2.3268
CALM3	2.3263
MYZAP	2.3186
MAX	2.3168
COQ2	2.3137
IDUA	2.3133
SLC25A20	2.3106
FLNA	2.3073
SCN2A	2.3042
NOTCH1	2.3031
TRDN	2.2997
PPP1CB	2.298
MLXIPL	2.2971
KCNA5	2.296
KCNE1	2.296
SCN2B	2.296
SCN4B	2.296
KCNE2	2.296
SCN3B	2.296
CALM1	2.2935
CALM2	2.2935
HBB	2.2934
MT-TH	2.2886
SLC25A24	2.2885
SLC34A2	2.2882
FIG4	2.2872
PGM1	2.2843
ZIC3	2.275
DOHH	2.2715
NAXD	2.2707
BSCL2	2.2691
RRAGD	2.2686
GNS	2.2659
IRF4	2.2599
SOS1	2.259
SOS2	2.259
RRAS2	2.259
ATP5F1D	2.2577
PLEC	2.2512
BBS1	2.251
EXT2	2.2462
RNASEH1	2.2451
NOTCH2	2.2432
ZEB2	2.2418
SMC1A	2.2416
ABCA1	2.2389
SMARCB1	2.2376
SMARCE1	2.2376
ATP6V1E1	2.2371
HMGCL	2.2361
STAT3	2.236
CACNA1S	2.2322
DBH	2.2308
CACNA1A	2.2293
DNAJC19	2.228
CNBP	2.2279
SYNE2	2.2276
ALMS1	2.2258
WT1	2.2211
JAK2	2.2198
DLST	2.2192
EPAS1	2.2192
SDHC	2.2192
SLC25A11	2.2192
SDHAF2	2.2192
TMEM127	2.2192
HSPG2	2.217
LRP5	2.216
ATP5F1A	2.2157
ATP5F1E	2.2157
MT-ATP8	2.2157
ATP5MK	2.2157
ATPAF2	2.2157
XYLT2	2.2155
COL3A1	2.2086
INSR	2.2074
MED12	2.2045
SPTBN1	2.2037
WASHC5	2.2037
MTX2	2.2036
SGCG	2.2019
CASQ2	2.2013
RYR2	2.2013
MAPK1	2.1997
SLC22A5	2.1996
KCNJ3	2.1976
MYL4	2.1976
SAA1	2.1947
COQ9	2.1942
MT-TC	2.1911
PSAP	2.1905
HNRNPA1	2.1894
VCP	2.1894
MC2R	2.1887
STAR	2.1887
NNT	2.1887
RNU7-1	2.1882
CPT1A	2.1872
FBLN5	2.1866
NKX2-1	2.1863
SCO1	2.1859
IFT56	2.1835
KCNJ11	2.1807
EPG5	2.1768
SCNN1A	2.1753
CFTR	2.173
MMUT	2.1703
GJA1	2.1685
LAMA2	2.1683
B2M	2.1678
KDM6A	2.1642
KMT2D	2.1642
TOP3A	2.1628
LEMD2	2.161
COA6	2.159
IRAK1	2.1535
SPP1	2.1535
LAMB2	2.152
COLQ	2.152
MGME1	2.1512
MGAT2	2.1482
IKZF1	2.1421
RPL5	2.1412
NOTCH3	2.1393
TREX1	2.1391
ATP1A2	2.1386
ATP1A3	2.1386
CREBBP	2.1378
EP300	2.1378
TRAPPC11	2.1333
HLA-DPB1	2.1315
TSC1	2.1315
TSC2	2.1315
LTBP2	2.1302
ADNP	2.1261
HDAC4	2.1254
PEX1	2.1231
PEX16	2.1231
SCN10A	2.1228
XYLT1	2.1181
BUB1	2.1162
BUB1B	2.1162
BUB3	2.1162
CEP57	2.1162
SLC2A1	2.1157
RHOBTB2	2.1157
RAD21	2.1146
CIROZ	2.1132
FOXF1	2.11
GDF1	2.1096
DPYSL5	2.1091
ECHS1	2.109
ERBB3	2.1075
HNRNPA2B1	2.1067
TRIM32	2.1067
HSPB8	2.1067
POLR3A	2.1059
CTLA4	2.1042
PTPN22	2.1042
B3GALT6	2.1034
ATM	2.1011
GLB1	2.1007
DMPK	2.1
DEF6	2.0989
AKT1	2.0985
SAT1	2.0981
MPL	2.0968
THPO	2.0968
COL1A1	2.096
GLI2	2.0933
BIN1	2.0919
SKI	2.0901
CCDC28B	2.0891
PEX5	2.0864
FRYL	2.0859
MECP2	2.0854
WAC	2.0813
DHCR7	2.081
SMAD6	2.0809
AGK	2.0776
ADAMTS10	2.0748
ADAMTS17	2.0748
PRNP	2.0711
MRAS	2.0705
SPRED2	2.0705
HFE	2.0656
COL5A1	2.0638
COL5A2	2.0638
DSE	2.0638
CTCF	2.0627
CLPB	2.0567
YY1	2.0554
EIF2AK4	2.055
ABCC8	2.0547
TCIRG1	2.0546
BCR	2.0537
CRKL	2.0537
MMP2	2.0537
UQCRFS1	2.0535
CORIN	2.0513
HLA-DPA1	2.0488
PRTN3	2.0488
FOCAD	2.0487
ERCC4	2.0484
BTNL2	2.0477
BMPR2	2.047
PEX13	2.0444
TP53	2.0396
NAA10	2.0381
NDUFA2	2.034
WAS	2.0339
WIPF1	2.0339
PEX6	2.0324
PEX10	2.0324
WDPCP	2.0309
POPDC1	2.0305
TRPM4	2.0303
EYA4	2.0299
GNA11	2.0291
SFTPB	2.0283
ALG8	2.0279
NPHP3	2.0273
GNAS	2.0271
STX16	2.0271
TNFRSF1A	2.0252
ENG	2.0247
SH2B3	2.0247
GALC	2.0243
SCN9A	2.0241
PSMD12	2.024
ARSK	2.0221
SFTPC	2.0154
GRIN1	2.0152
NODAL	2.0152
SIX3	2.0152
STAG2	2.0152
PLCH1	2.0152
TBC1D24	2.0134
FLAD1	2.0131
MSH6	2.0104
EPCAM	2.0104
MLH1	2.0104
MSH2	2.0104
PMS1	2.0104
PMS2	2.0104
POLD1	2.0104
POLE	2.0104
CHEK2	2.0104
ATP6V1A	2.0084
TBCK	2.0074
CRELD1	2.0071
KCNE3	2.003
ACAD9	2.0028
GP1BB	2.0006
LBR	2.0006
ANKRD11	1.9999
BANF1	1.9997
KAT6A	1.9994
UCP2	1.9993
RAP1B	1.9951
CDH23	1.995
TANGO2	1.9931
NEU1	1.9922
COG1	1.9917
WDR35	1.9917
FLII	1.9914
MT-ND2	1.9911
PEX12	1.9904
PEX14	1.9904
PEX19	1.9904
PEX3	1.9904
PEX26	1.9904
RMRP	1.9865
NR2F2	1.9858
CACNA2D1	1.9856
KCND3	1.9856
LTBP1	1.9851
PIEZO2	1.985
SOX10	1.9849
CLIC2	1.9846
GBE1	1.9831
MT-TL2	1.983
SLC1A3	1.983
MT-ND3	1.9825
KCNJ8	1.9771
GYS1	1.9765
VAC14	1.976
MAN2B1	1.9726
PCCA	1.9695
PCCB	1.9695
MTFMT	1.9689
PPOX	1.9682
OTUD5	1.9668
ZNF699	1.9664
MAP3K7	1.9653
ECE1	1.9649
IARS2	1.9619
PKD1	1.9617
FXN	1.9616
TXNDC15	1.9585
NEB	1.9584
HMGCR	1.9576
LTBP3	1.9569
UBE2A	1.9562
HMBS	1.9559
AGR2	1.9549
TGFB1	1.9527
NF2	1.9515
PDGFB	1.9515
SMO	1.9515
CDKN1B	1.9495
KANSL1	1.949
MYRF	1.9489
ARVCF	1.9452
COMT	1.9452
RREB1	1.9452
SREBF1	1.9452
HIRA	1.9452
UFD1	1.9452
SEC24C	1.9452
JMJD1C	1.9452
HLA-DQB1	1.9446
GCDH	1.9439
BMP6	1.9383
JAG2	1.9346
FBN2	1.9332
HGD	1.9331
PHOX2B	1.9326
SURF1	1.9322
KIT	1.9319
PSMB8	1.927
MPV17	1.9249
EGFR	1.924
PARN	1.9238
ATP11A	1.9238
RTEL1	1.9238
STN1	1.9238
DLL4	1.9228
CSGALNACT1	1.9228
ERI1	1.9228
ESAM	1.9224
CRLS1	1.9204
PRDM5	1.92
ZNF469	1.92
DBR1	1.9197
GNE	1.919
HPS1	1.9186
SLC4A1	1.9186
MAP2K2	1.9184
SHOC2	1.9184
CHD7	1.9167
BMPR1A	1.9152
MUTYH	1.9152
NPAT	1.9152
RPS20	1.9152
SEMA4A	1.9152
TNFRSF11A	1.913
RPS6KA3	1.9088
CASR	1.9059
LEMD3	1.9041
P4HA2	1.9037
SLC40A1	1.9028
ISCU	1.9023
PUF60	1.902
MRPL39	1.8977
PLD1	1.8977
COL6A1	1.8953
AKT3	1.8934
DVL3	1.8906
MT-TN	1.8902
TRMT5	1.8902
DDX3X	1.8901
NDUFS4	1.89
KLHL41	1.8896
PIGN	1.8895
KCNH2	1.8882
SLC4A3	1.8882
TECRL	1.8882
ERCC2	1.8882
ERCC3	1.8882
NAGLU	1.8874
HADH	1.8871
PDGFRA	1.8864
IRX5	1.8863
MMACHC	1.8846
ZFPM2	1.8842
DST	1.8825
NFIX	1.8825
CRLF1	1.8819
EPOR	1.8796
PALB2	1.8786
RASA2	1.8773
RRAS	1.8773
SLC29A3	1.8747
NEK9	1.8747
ADAMTSL2	1.8742
AMER1	1.8733
ZFX	1.8733
TK2	1.8731
SLC31A1	1.8724
CAVIN1	1.8723
BMP4	1.8716
RNU4-2	1.871
NAGS	1.8706
TERC	1.8684
DPP9	1.8684
HNRNPK	1.8681
AARS2	1.8669
TMEM70	1.8664
CLCN7	1.8661
TNFSF11	1.8661
SNX10	1.8661
HEPHL1	1.8661
HSD11B2	1.8643
COX16	1.8643
MYSM1	1.864
LARS2	1.8619
GNAQ	1.8615
PPARG	1.8558
FZR1	1.8555
MTTP	1.8541
DLK1	1.8525
MEG3	1.8525
RTL1	1.8525
GNAI2	1.8502
CDC45	1.8472
DNM2	1.8472
LMX1B	1.8472
D2HGDH	1.8467
SCNN1B	1.8464
SCNN1G	1.8464
TPI1	1.8441
FGFR3	1.8422
RSPRY1	1.842
CEP290	1.8419
TRIM37	1.841
CAV1	1.8391
ACTB	1.8386
RAI1	1.8383
CCND2	1.838
PIK3R2	1.838
WBP4	1.838
NKAP	1.838
NOTCH2NLC	1.8376
CDC73	1.8359
MTO1	1.8343
RRAGC	1.8334
FAM13A	1.8329
SFTPA1	1.8329
MUC5B	1.8329
SFTPA2	1.8329
PRKCSH	1.8325
SEC63	1.8325
COA8	1.832
ZNF687	1.8317
BRF1	1.8307
LAMA3	1.8292
LAMB3	1.8292
LAMC2	1.8292
FGF8	1.8267
GAS1	1.8267
PTCH1	1.8267
SHH	1.8267
STIL	1.8267
CRIPTO	1.8267
TGIF1	1.8267
ZIC2	1.8267
FOXH1	1.8267
DLL1	1.8267
CDON	1.8267
DISP1	1.8267
FMR1	1.8219
LMNB1	1.8219
MGP	1.8193
SON	1.8193
ARHGAP31	1.8193
STRA6	1.8193
ODAD1	1.8193
DPAGT1	1.8188
HESX1	1.8187
CDKL5	1.8184
OPA1	1.8182
SRSF2	1.817
MED25	1.8141
MOGS	1.8135
LRP4	1.8128
ERCC6	1.8117
NDUFAF1	1.811
MRPS14	1.811
TCF4	1.8104
IDH1	1.809
SLC19A2	1.8076
OTULIN	1.8039
PMM2	1.8021
PEX7	1.8019
PHYH	1.8019
SPRED1	1.8011
NDUFA11	1.7982
SALL4	1.7963
WDR37	1.7955
IVD	1.7952
RBCK1	1.7912
MYOT	1.7904
CHD3	1.7893
DYRK1A	1.7893
AARS1	1.7893
MKKS	1.7879
IFT27	1.7879
IFT172	1.7879
TRIP4	1.7875
RPS19	1.7872
DSG1	1.7871
SKIC2	1.7871
SMARCA4	1.7871
SKIC3	1.7871
NIPBL	1.7871
CCDC22	1.7871
VPS35L	1.7871
EHMT1	1.7871
B3GLCT	1.7871
OTX2	1.7868
ITPR1	1.7867
SARDH	1.7853
DAW1	1.7838
SQSTM1	1.7824
TTPA	1.7811
CASK	1.7803
PTEN	1.7799
HACE1	1.7779
TMEM237	1.7774
LTBP4	1.777
THSD1	1.7768
G6PC3	1.7768
TLR7	1.7744
GSN	1.7697
RAB3GAP2	1.7697
TNXB	1.7695
ANK2	1.7676
SNTA1	1.7676
NOS1AP	1.7676
AKAP9	1.7676
GPD1L	1.7676
ALG10B	1.7676
NTRK1	1.7673
FGFR2	1.7641
NDE1	1.7641
RNASEH2A	1.7614
SGO1	1.761
ROR2	1.7597
IRF5	1.7588
NUP107	1.7586
DNA2	1.7584
BICD2	1.7579
DLD	1.7578
TBK1	1.757
AEBP1	1.7567
IL6	1.7567
MIF	1.7567
IFT140	1.7567
PIEZO1	1.7567
FOXP1	1.7567
RNF168	1.7565
ARX	1.7564
PLP1	1.7562
MYO1H	1.753
WNT4	1.7516
CIROP	1.7516
DNMT3B	1.7516
FRG1	1.7516
DUX4L1	1.7516
SMCHD1	1.7516
DUX4	1.7516
NPHP1	1.7508
MKS1	1.7508
IFT74	1.7508
KCNE5	1.7506
SEMA3A	1.7504
APC	1.7496
GJA8	1.7474
LONP1	1.7468
GCK	1.7458
DCHS1	1.7446
CHST14	1.7446
CDKN2A	1.7426
ZNRF3	1.7426
DIS3L2	1.7417
H19	1.7417
FOXC2	1.7409
SPECC1L	1.7409
CFH	1.7405
PIGT	1.7404
ATP6AP2	1.7361
GLRX5	1.7361
HAAO	1.7355
MCTP2	1.7355
COL4A5	1.7349
TBX3	1.734
GPX4	1.7333
CPLX1	1.7322
CDKN1A	1.7302
CDKN2B	1.7302
CDKN2C	1.7302
HACD1	1.7277
NPM1	1.7277
NUMA1	1.7277
PML	1.7277
RARA	1.7277
STAT5B	1.7277
ZBTB16	1.7277
NABP1	1.7277
TBL1XR1	1.7277
FIP1L1	1.7277
IRF2BP2	1.7277
DNASE1	1.7273
FCGR2B	1.7273
EXOSC5	1.7264
MYH3	1.7263
POT1	1.7253
ADAR	1.7247
GLYCTK	1.7239
SEL1L	1.7234
LACC1	1.7212
MYD88	1.7201
MAFB	1.7198
PDHA1	1.7181
DPM3	1.7174
ERCC8	1.7165
LPL	1.7155
PAX8	1.7152
ACP5	1.7145
STIM1	1.7145
SLC25A3	1.7112
SMPD1	1.7112
TSPYL1	1.711
PRG4	1.7091
WFS1	1.7088
SOX9	1.7087
POLR1A	1.7058
NSMCE2	1.6998
KYNU	1.6982
STAT1	1.6972
YARS2	1.6969
CHRND	1.6962
ANKS6	1.6944
DPH1	1.6919
DPH2	1.6919
RPL27	1.6919
BRPF1	1.6919
SMC3	1.6919
NEDD4L	1.6919
KIFBP	1.6919
RAB23	1.6919
HEATR3	1.6919
SETD5	1.6919
YY1AP1	1.6919
CCDC32	1.6919
-	1.6919
BRCA1	1.6901
RAD51	1.6901
IL12RB1	1.6879
ALK	1.6872
CCN2	1.6872
DCTN1	1.6872
LMO1	1.6872
LIN28B	1.6872
AGO2	1.6848
SERPINE1	1.6835
HPGD	1.6823
VANGL1	1.6823
SDCCAG8	1.6821
TNNI3K	1.682
TRRAP	1.6814
COG7	1.6814
ACAT1	1.6775
CALR	1.6768
RASA1	1.6768
SBDS	1.6759
APOA1	1.6752
XK	1.6745
JAG1	1.6737
MAP3K20	1.6737
CSF2RB	1.672
PDGFRB	1.6717
SMC5	1.6712
ZNF148	1.6701
TRMT10C	1.6685
IFNG	1.6673
NDUFS8	1.6654
KCNH1	1.6653
ACAD8	1.6653
DVL1	1.6645
NDUFB10	1.664
GCSH	1.6635
AGXT	1.6633
PROC	1.6619
UBR1	1.6606
FARSB	1.6604
F8	1.659
MLYCD	1.6577
CPOX	1.6541
PCGF2	1.654
SNIP1	1.654
CISD2	1.6534
HABP2	1.6522
DEAF1	1.6498
IQSEC2	1.6498
BUD13	1.6495
TAOK1	1.6493
FKBP14	1.6492
KBTBD13	1.6471
TPK1	1.6454
HNF4A	1.6432
TSHR	1.6432
BPTF	1.6426
SPG11	1.6426
NIPA1	1.6415
MEF2A	1.6413
GCGR	1.6405
HTRA2	1.6383
MMP14	1.6371
SAMHD1	1.634
TKFC	1.634
SLC30A10	1.634
RNASEH2B	1.634
RNASEH2C	1.634
LSM11	1.634
ITGA7	1.6317
INVS	1.6308
FAT4	1.6308
DNAL1	1.6308
TP63	1.6303
FUZ	1.6297
ACTG2	1.6293
ATP7A	1.6291
FN1	1.6291
HTRA1	1.6291
LETM1	1.6275
SLC25A12	1.6271
NHLRC2	1.6271
F5	1.6269
GPR35	1.6269
CFI	1.6269
CD46	1.6269
MST1	1.6269
RB1	1.6269
WRN	1.6269
SEMA4D	1.6269
HELLPAR	1.6269
FCGR2A	1.626
SLC37A4	1.626
AFF4	1.626
EOGT	1.626
LPIN1	1.6242
OBSCN	1.6242
CD55	1.6235
PKD2	1.6224
GANAB	1.6224
ALG5	1.6224
DNAJB11	1.6224
BICC1	1.6224
COL2A1	1.6205
RHAG	1.62
SERPINF2	1.62
ALDH1A2	1.6192
CLXN	1.6192
HJV	1.6191
PPP1R21	1.6184
PIGL	1.6179
SLC6A6	1.6163
RIGI	1.615
DZIP1	1.614
ASAH1	1.6135
NGLY1	1.6135
CTNNA3	1.6102
IL6ST	1.6099
GABRA3	1.6094
KCNJ18	1.6094
MEGF8	1.6069
NCAPG2	1.6069
GATA2	1.6065
PROS1	1.6065
NR4A2	1.6059
SCARB2	1.6045
NDUFAF6	1.6045
CDKN1C	1.6023
IGF2	1.6023
CLCF1	1.6016
ABCA12	1.6016
MAP1B	1.6008
SZT2	1.6008
ERMARD	1.6008
PGAP1	1.6008
ALG12	1.6004
SOX2	1.5995
SLC32A1	1.5995
BBS2	1.5994
BBS4	1.5994
BBS9	1.5994
SCAPER	1.5994
LZTFL1	1.5994
BBS7	1.5994
BBS10	1.5994
CEP19	1.5994
BBIP1	1.5994
TTC8	1.5994
BBS5	1.5994
SCLT1	1.5994
CFAP418	1.5994
BBS12	1.5994
KLF1	1.5991
CDC42	1.5986
FLT4	1.5986
EBP	1.5986
ZNF341	1.5986
CCNQ	1.5986
PORCN	1.5967
CRB2	1.5967
GLUL	1.5963
THRB	1.5948
PRKACA	1.5939
ATP6V0A2	1.5939
SLC35A2	1.5935
NAGA	1.592
KIF7	1.5918
LRP6	1.5907
SERPING1	1.5898
CCR6	1.5898
NDUFA6	1.5898
RBM10	1.5889
OFD1	1.5889
RPGRIP1L	1.5889
INPP5E	1.5889
CC2D2A	1.5889
TMEM67	1.5889
TEK	1.5871
TMEM260	1.587
WWOX	1.5852
USP18	1.5846
PDSS1	1.5826
PYROXD1	1.5826
PRORP	1.5822
TNNC2	1.5821
TRAF3	1.5798
DNASE1L3	1.5785
TNFSF4	1.5776
HBA1	1.5767
HBA2	1.5767
SIN3A	1.5767
APOE	1.5765
SLC20A2	1.5765
BTK	1.5763
TBX4	1.5756
ALB	1.5743
NR3C1	1.5743
SOX3	1.5743
GNPTG	1.573
INF2	1.5723
CYP27B1	1.5723
CYP2R1	1.5723
ANO5	1.5723
COL7A1	1.5701
MMP1	1.5701
NDUFA8	1.5696
ADCY5	1.5695
SGCA	1.5695
FMO3	1.5694
CARS1	1.569
GTF2E2	1.569
TARS1	1.569
RNF113A	1.569
MPLKIP	1.569
GTF2H5	1.569
NFKB2	1.5681
TNPO3	1.5681
CACNA1H	1.5639
CHRNA1	1.5635
ABCB4	1.5625
PKHD1	1.5611
FANCC	1.5594
FANCB	1.5594
FANCI	1.5594
TAF2	1.5588
TWIST1	1.5588
FBXW11	1.5588
TTC7A	1.5584
ASL	1.558
MEOX1	1.5569
GDF3	1.5569
FILIP1	1.5569
GDF6	1.5569
SRY	1.5556
GNB5	1.5556
COPA	1.5543
REST	1.5543
CTR9	1.5543
TRIM28	1.5543
POU6F2	1.5543
SCUBE3	1.5524
AGL	1.5523
SLC7A7	1.5511
AGA	1.5505
FGF13	1.5498
B3GAT3	1.548
ZNF462	1.548
ESPN	1.548
ABCD4	1.5469
PAM16	1.5469
PPP2R5D	1.5463
TRIO	1.5463
ABL1	1.5441
SALL1	1.5441
NSDHL	1.5441
BCS1L	1.5423
ARSA	1.5382
RERE	1.5368
FAH	1.5366
FOS	1.5366
TULP3	1.5366
ELAC2	1.5366
FOXRED1	1.5358
PRUNE1	1.5358
ADSS1	1.5358
CBS	1.5349
CYP27A1	1.5349
PLOD1	1.5349
SLC6A5	1.5343
RNF125	1.5343
CSF2RA	1.5341
RHD	1.5341
NRXN1	1.5326
KCNT1	1.5322
MMAB	1.5321
MVK	1.5317
ANTXR1	1.5317
FBP1	1.5313
CR2	1.5303
SLCO2A1	1.5303
IDH2	1.5303
MAGEL2	1.5296
POU1F1	1.5296
PROP1	1.5296
TSHB	1.5296
LHX3	1.5296
LHX4	1.5296
SUCLG1	1.5277
ALDOA	1.5268
CLCN1	1.5268
F12	1.5265
KAT6B	1.5256
STING1	1.5256
HNF1A	1.5233
TOR1A	1.5231
GDAP1	1.5231
CHMP2B	1.5228
TREM2	1.5228
SMARCAL1	1.52
POMGNT1	1.5197
SLC35A1	1.5193
LRP1	1.5182
TALDO1	1.5177
SCN1A	1.5172
SGSH	1.5128
HGSNAT	1.5128
ADAM17	1.5125
C4B	1.5099
PDCD1	1.5099
KIAA0319L	1.5099
FOXE1	1.509
KCNN4	1.5071
PAX2	1.5071
SLC25A26	1.5071
DPH5	1.5043
ADK	1.5034
ARF1	1.5034
TBX2	1.5034
CUL3	1.5034
ARFGEF2	1.5034
RNF135	1.5034
TMTC3	1.5034
CACNB2	1.501
SLMAP	1.501
RANGRF	1.501
NDUFAF2	1.4991
STX5	1.4987
CWC27	1.4987
THOC6	1.4987
SLC17A5	1.4983
STRADA	1.4983
SMN1	1.4978
SEC31A	1.4978
TAPT1	1.4971
SLC25A13	1.4962
GEMIN4	1.4958
MARS2	1.4958
ALDOB	1.4933
COX5A	1.4929
STAT2	1.4915
APRT	1.4913
ALPL	1.4913
MTHFR	1.4913
SLC16A2	1.4909
GFM2	1.4909
KCNA1	1.4898
PYGL	1.4869
CIZ1	1.4864
BRAT1	1.4864
TSFM	1.4858
BOLA3	1.4858
UBA1	1.4808
LIFR	1.478
ADAMTS13	1.478
FCGR3B	1.4777
ACBD6	1.4777
PLAAT3	1.4771
ACTN4	1.4749
COL4A3	1.4749
FLT1	1.4749
FSHR	1.4749
TRPC6	1.4749
CD2AP	1.4749
STOX1	1.4749
ANK1	1.4749
EPB42	1.4749
PHKA2	1.4749
PHKG2	1.4749
SPTA1	1.4749
SPTB	1.4749
