gene	sim_score
ARL6	2.1721
KIAA0586	2.1715
BIN1	2.17
KMT2A	2.1661
PIGO	2.1653
PGAP3	2.1653
PIGW	2.1653
OTUD5	2.1651
SIX2	2.1645
-	2.1632
KAT6A	2.1632
CPLX1	2.1632
HOXD13	2.1623
PTHLH	2.1623
WDR26	2.1614
NKX2-5	2.1612
CHD8	2.1601
DNMT3A	2.1542
FIG4	2.1542
KICS2	2.1521
PEX10	2.1488
PEX13	2.1488
PEX14	2.1488
PEX19	2.1488
PEX2	2.1488
PEX3	2.1488
PEX11B	2.1488
PEX16	2.1488
PEX26	2.1488
SIX3	2.1484
SHOC2	2.1479
LRP2	2.1465
ERI1	2.1433
SPTBN1	2.1412
CREBBP	2.1409
EP300	2.1409
NSD2	2.1409
TBX4	2.1409
PRMT7	2.1409
ARID1B	2.1409
BUB1B	2.1406
CBL	2.1406
FLII	2.1406
IQSEC2	2.1406
GAD1	2.1401
BRF1	2.1395
LRP5	2.1371
BMP4	2.1368
KDM6A	2.1368
KMT2D	2.1368
CTCF	2.1368
RAB3GAP2	2.1368
SLC25A24	2.1368
FAT4	2.1368
DIS3L2	2.1365
MAFB	2.136
PIGG	2.1325
AFF4	2.13
RPS28	2.1281
SOX11	2.1281
TSR2	2.1281
BRCA1	2.1258
EFNB1	2.1258
FANCL	2.1258
B9D1	2.1245
COL1A2	2.1232
NPR2	2.1232
KIAA0753	2.1232
CAMTA1	2.1191
GNAS	2.1168
NEK1	2.1168
MBD5	2.1137
ANKRD17	2.1129
TBCE	2.1087
RPGRIP1L	2.1076
CC2D2A	2.1076
GJA5	2.1061
AKT1	2.104
IFT74	2.104
RIPPLY2	2.104
NEU1	2.104
GHR	2.1039
GNPNAT1	2.1033
ZDHHC9	2.1005
UPF3B	2.1005
DYM	2.1001
RAD21	2.0993
RPS19	2.0993
BRPF1	2.0993
LONP1	2.0993
CD96	2.0993
BRD4	2.0993
NIPBL	2.0993
TCIRG1	2.095
AXIN1	2.0918
RPL26	2.0907
SLC35C1	2.0907
DOCK3	2.0832
CHRNA7	2.081
CANT1	2.0801
EED	2.0786
ASXL2	2.0785
RIN2	2.0777
IL6ST	2.0775
GPX4	2.0768
RMRP	2.0768
SHOX	2.0768
PRKACA	2.0763
BRCA2	2.0763
ERCC4	2.0763
FANCA	2.0763
FANCC	2.0763
FANCD2	2.0763
FANCE	2.0763
FANCB	2.0763
FANCF	2.0763
FANCG	2.0763
RAD51	2.0763
RAD51C	2.0763
XRCC2	2.0763
MAD2L2	2.0763
UBE2T	2.0763
FANCI	2.0763
FANCM	2.0763
PALB2	2.0763
BRIP1	2.0763
SLX4	2.0763
COL9A3	2.0752
PHF21A	2.0741
POU1F1	2.074
TWIST1	2.074
B3GALT6	2.074
CTBP1	2.0727
LETM1	2.0727
SMARCA2	2.0727
COG4	2.0727
ANKRD11	2.0727
GJA8	2.0709
TBX1	2.0685
CHD4	2.0676
PHF6	2.0676
TUBB2B	2.0676
NKX3-2	2.0665
COL9A2	2.0654
NLRP3	2.0645
NELFA	2.0643
GLB1	2.0611
GSC	2.061
PDHA1	2.0588
SLC2A10	2.0581
DNM2	2.0555
MTMR14	2.0555
CHD3	2.055
CDCA7	2.0547
POMGNT1	2.0518
ZIC2	2.051
NAA10	2.05
IPO8	2.05
FIBP	2.0484
RFX7	2.0483
MOCS1	2.0475
MOCS2	2.0475
STRADA	2.0465
TFAP2A	2.0462
KAT6B	2.0462
GNPTAB	2.0462
HBA1	2.0462
HBA2	2.0462
ATRX	2.0458
RAB3GAP1	2.0458
POGZ	2.0458
SUZ12	2.0423
ATP6V0A2	2.0401
SETBP1	2.0391
TFE3	2.0391
RPS26	2.0376
HEATR3	2.0376
SIK3	2.0373
ELN	2.0372
RECQL4	2.0365
MGAT2	2.0358
PPFIA3	2.0358
KANSL1	2.0358
ACER3	2.0356
DCHS1	2.0334
TUBB3	2.0328
CAMK2G	2.0324
MYF6	2.0308
CHN1	2.0298
PLCH1	2.0279
RAB34	2.0275
KPTN	2.0274
MYT1L	2.0271
GABBR2	2.0267
TNFRSF11A	2.0235
CHD6	2.0232
SETD1A	2.0224
CDK10	2.0197
TBL1XR1	2.019
KCNJ8	2.0188
CAMK2A	2.0126
FOXP1	2.0125
TAOK1	2.0116
PIK3R1	2.0057
ARCN1	2.0034
BLTP1	2.0009
SLC2A1	2.0006
RBM8A	1.999
TAPT1	1.9963
ZNF699	1.9963
PLCB4	1.993
GRIA3	1.9908
LTBP3	1.9904
PAM16	1.99
TRAF7	1.9863
ALG13	1.9843
SPECC1L	1.9834
TMEM231	1.9818
ATR	1.9816
DONSON	1.9816
YME1L1	1.9815
KCNJ2	1.978
MAPK1	1.978
SNRPN	1.978
SLC35A2	1.978
FGFRL1	1.978
PIGQ	1.9762
PHGDH	1.9729
CLPB	1.9726
MGP	1.9706
PROP1	1.9706
LHX3	1.9706
HESX1	1.9706
AIFM1	1.9706
AMMECR1	1.9706
LHX4	1.9706
DEPDC5	1.9704
HELLS	1.9699
ZBTB24	1.9699
UHRF1	1.9699
FUT8	1.9694
WLS	1.9694
VPS13B	1.9694
PSMD12	1.9692
DNA2	1.966
RPS6KA3	1.966
CRIPT	1.966
SIN3A	1.966
ARID2	1.966
RIPK4	1.9647
GNE	1.9639
CILK1	1.9628
BICD2	1.9621
CDH11	1.9605
NODAL	1.9599
PLEC	1.9597
CCN2	1.9578
ANTXR1	1.9565
MESD	1.9564
AUTS2	1.9553
RNU4-2	1.9553
MKS1	1.9553
CEP290	1.9553
UBE3B	1.9553
TRPV4	1.9544
FGF8	1.9511
TGIF1	1.9511
USB1	1.9508
CCDC47	1.9489
SNX10	1.9484
EIF2AK3	1.9464
NSDHL	1.9464
TBC1D7	1.9439
ASXL3	1.943
COX7B	1.9424
CCNQ	1.9418
SCARF2	1.9405
FKTN	1.9379
HECW2	1.9374
OSGEP	1.9361
AFF2	1.9359
LARGE1	1.9358
TCF4	1.9345
EFEMP2	1.9344
WDR83OS	1.9322
EXT1	1.9312
PRIM1	1.9311
SMARCD1	1.9311
WNT7A	1.9304
LMX1B	1.9284
EFTUD2	1.928
WDR73	1.928
STIL	1.9246
FRAS1	1.923
NBN	1.9201
ASH1L	1.9199
RAP1B	1.9194
PYCR1	1.9192
FOXP2	1.9166
GUSB	1.9147
CNTNAP2	1.9143
WAC	1.9092
PRKG2	1.9087
IL11RA	1.906
PRKACB	1.902
ATP7A	1.9019
TLK2	1.9006
UBE3A	1.8996
ATP6V1B2	1.8977
TRPS1	1.8977
EBF3	1.8977
CCDC28B	1.8977
GRIP1	1.8965
FREM2	1.8965
INPP5E	1.8957
MSX2	1.8912
MAP3K7	1.8887
IGBP1	1.8883
STT3A	1.8883
SMAD2	1.8883
ACTG1	1.8871
ARVCF	1.8871
COMT	1.8871
GATA4	1.8871
GP1BB	1.8871
RREB1	1.8871
HIRA	1.8871
UFD1	1.8871
SEC24C	1.8871
PQBP1	1.8871
JMJD1C	1.8871
POLR1B	1.8871
NBAS	1.8859
GAS1	1.8829
CRIPTO	1.8829
FOXH1	1.8829
DLL1	1.8829
CDON	1.8829
DISP1	1.8829
MTM1	1.8828
NIN	1.8817
TP63	1.8801
IARS2	1.8797
MED13L	1.8795
GTF2I	1.8784
LIMK1	1.8784
RFC2	1.8784
STX1A	1.8784
EIF4H	1.8784
CLIP2	1.8784
FKBP6	1.8784
BAZ1B	1.8784
GTF2IRD1	1.8784
TBL2	1.8784
RLIM	1.8784
GTF2IRD2	1.8784
DNAJC30	1.8784
ESAM	1.8784
BUD23	1.8784
TMEM270	1.8784
METTL27	1.8784
VPS37D	1.8784
NCF1	1.8784
CNOT1	1.8783
BCR	1.8781
CRKL	1.8781
MAPK8IP3	1.8781
BCOR	1.8781
MYH8	1.8768
SPRED1	1.8768
FOXG1	1.8764
ERMARD	1.8762
MAN2C1	1.8745
THRA	1.8738
BPNT2	1.8736
PTCH2	1.8733
LEMD2	1.8729
ALPL	1.8722
SETD5	1.8718
LIG4	1.8712
MYCN	1.8712
POLA1	1.8712
DPF2	1.8712
CASK	1.8712
DMXL2	1.8712
NSUN2	1.8712
ARX	1.8712
SATB1	1.871
COL9A1	1.8708
MID1	1.8705
IDS	1.8674
FAR1	1.8653
FAM111A	1.8645
DHODH	1.8643
GATA1	1.8626
GRM7	1.8626
RPL5	1.8626
RPL8	1.8626
RPL9	1.8626
RPL11	1.8626
RPL15	1.8626
RPL18	1.8626
RPL27	1.8626
RPL31	1.8626
RPL35A	1.8626
RPS7	1.8626
RPS10	1.8626
RPS15A	1.8626
RPS17	1.8626
RPS20	1.8626
RPS24	1.8626
RPS27	1.8626
RPS29	1.8626
SMARCA4	1.8626
SMARCE1	1.8626
ARID1A	1.8626
TRRAP	1.8626
ASCC3	1.8626
MAPRE2	1.8626
RPL35	1.8626
FBXO28	1.8626
ADA2	1.8626
KMT5B	1.8605
DDX3X	1.8605
PPP1R12A	1.8566
KCNJ1	1.8555
RAB39B	1.8555
KMT2B	1.8552
AFF3	1.8552
CCBE1	1.8539
SH3PXD2B	1.8539
TNFSF11	1.8536
DSE	1.8529
CTNND2	1.8516
SEMA5A	1.8516
FBXL4	1.8512
EHMT1	1.851
NSMCE2	1.8487
TMEM237	1.8484
ALDH18A1	1.8482
AP1S2	1.8474
AKT3	1.8468
KIF22	1.8458
HCCS	1.8455
NDUFB11	1.8455
TWIST2	1.8452
PURA	1.8433
ADAMTS2	1.8419
IFT172	1.8419
DYNC2LI1	1.8414
NANS	1.839
HYLS1	1.8388
CCND2	1.8382
SRRM2	1.8373
ADGRG1	1.8373
SOX4	1.8364
ALX4	1.8363
FRYL	1.8341
IKBKG	1.8317
RNF135	1.8306
RBM10	1.8301
PPP1R15B	1.8289
TRMT10A	1.8289
SALL1	1.8286
SPART	1.8286
LAS1L	1.8286
FUCA1	1.8285
CREB3L1	1.8283
HNRNPH2	1.8282
SMARCC2	1.8278
CDKL5	1.8278
PIGP	1.8278
TRIM8	1.8278
TBC1D24	1.8277
PPIB	1.824
CDC42	1.8223
ITPR1	1.8216
GDF5	1.8215
TGFB3	1.8201
PSMC1	1.8199
UFC1	1.8188
KMT2E	1.8174
DPH5	1.8114
SPRED2	1.8114
MAF	1.8113
SHPK	1.8104
CDK19	1.8101
H4C5	1.81
PIK3CD	1.8084
MTX2	1.8084
INTU	1.8084
MAGEL2	1.8084
SMOC1	1.8084
SLC39A13	1.8084
KCNC2	1.8072
LEMD3	1.8068
DYRK1A	1.803
MEIS2	1.803
RB1	1.803
RPL10	1.803
CEP152	1.803
ORC6	1.803
TRPM3	1.8029
MLXIPL	1.8026
NFIA	1.802
B9D2	1.8016
SPOP	1.8011
SUPT16H	1.8011
L1CAM	1.7998
BLM	1.7988
SC5D	1.7988
INTS1	1.7977
SLC39A8	1.7975
MIR140	1.7963
HHAT	1.7951
PUM1	1.7944
KIFBP	1.7944
H4C3	1.7938
HNRNPK	1.7932
SVBP	1.793
GNAO1	1.7925
KCNA1	1.7925
NEUROD2	1.7925
SCN1B	1.7925
SCN2A	1.7925
PNKP	1.7925
SLC25A22	1.7925
SLC32A1	1.7925
SIK1	1.7925
LRPPRC	1.7923
PPP2CA	1.7915
LARP7	1.7891
EEF1A2	1.7858
YARS1	1.7845
ALDH1A2	1.7832
ZNF469	1.7829
FN1	1.7821
ADAT3	1.7803
TUBB	1.7803
D2HGDH	1.7799
PIBF1	1.7786
SEMA3E	1.7784
TASP1	1.778
PIGB	1.777
GALNT2	1.7765
ZMIZ1	1.7763
CDH2	1.7752
SDHB	1.7732
SDHC	1.7732
SDHD	1.7732
SEC23B	1.7732
USF3	1.7732
KLLN	1.7732
BMPR1B	1.7731
PCYT1A	1.7725
WDR4	1.7717
FILIP1	1.7717
ANK1	1.7716
ARSL	1.7714
ADK	1.7704
CCNK	1.77
ATP6V1A	1.7691
MACROH2A1	1.7667
TMEM107	1.7665
PTRH2	1.7644
KMT2C	1.7644
TRPV6	1.7619
ORC1	1.7615
MIPEP	1.7607
HNRNPH1	1.7605
EDN1	1.7603
GNAI3	1.7603
STAC3	1.7576
BUB1	1.7572
BUB3	1.7572
TRIP13	1.7572
BUD13	1.7558
NAA60	1.7557
LTBP4	1.7548
GBA1	1.7538
NRCAM	1.7538
RNF125	1.7537
CENPE	1.7534
CHRNG	1.7534
ORC4	1.7534
RBBP8	1.7534
CDC45	1.7534
VAC14	1.7534
MCTP2	1.7534
EIF2S3	1.7519
PYCR2	1.7519
RNF13	1.7518
TMEM94	1.747
HBB	1.7458
STAMBP	1.7448
ACTL6B	1.7448
POMT1	1.7438
POMT2	1.7438
FKRP	1.7438
PIGS	1.7435
SNRPB	1.7419
MTHFS	1.7419
SCUBE3	1.7417
ZNF292	1.7416
CTU2	1.7416
COX4I1	1.7402
CPLANE1	1.7402
KIF11	1.7394
PCLO	1.7394
CRPPA	1.7371
AGA	1.7363
NKX2-6	1.7361
ROBO3	1.7361
SLC25A1	1.7348
HNRNPU	1.7343
FAM50A	1.7339
P4HB	1.7321
WWOX	1.7307
NCAPG2	1.7307
GNB1	1.7301
ZEB2	1.7298
CKAP2L	1.7298
TCOF1	1.7295
POLR1C	1.7295
POLR1D	1.7295
ATP6V1E1	1.7253
H1-4	1.725
CLCN4	1.7243
EIF4A3	1.7242
EVC	1.7242
EVC2	1.7242
STXBP1	1.7199
CRLF1	1.7188
MASP1	1.7186
MADD	1.7175
BCL11A	1.7169
PEPD	1.7152
TAF1	1.7151
PSAT1	1.7151
AGGF1	1.7141
ADAMTS10	1.7137
HS2ST1	1.7131
EXOC6B	1.7127
TFAP2B	1.7124
ERCC2	1.7121
ERCC5	1.7121
ERCC6	1.7121
PLK4	1.7121
RAB18	1.7121
RTTN	1.7121
NDE1	1.7121
BMPER	1.7108
RNU12	1.7094
SCO2	1.7093
OPHN1	1.7069
TCTN1	1.7069
TCTN2	1.7069
ZPR1	1.7053
PIK3C2A	1.7051
RNF2	1.7043
ERCC1	1.7034
RPS23	1.7033
SMG9	1.7033
IGF1R	1.7031
ZMYM2	1.7031
PORCN	1.7031
SPIN4	1.6991
NEK9	1.6989
PAX1	1.6979
HNRNPR	1.6949
P4HTM	1.6946
SMPD4	1.6946
SEL1L	1.6946
SLC12A2	1.6939
EIF5A	1.692
CTNNA2	1.6912
GATA6	1.6909
OCRL	1.6881
NOG	1.6865
NOTCH3	1.683
TGFB1	1.6822
ZBTB7A	1.6822
AIP	1.6808
GPR101	1.6808
WDR11	1.6804
COL5A1	1.68
KIF21A	1.6789
GATAD2B	1.6788
P3H1	1.6777
CEP295	1.6769
WBP4	1.6767
TGFBR2	1.6758
RASA2	1.6752
RRAS	1.6752
SOS2	1.6752
RRAS2	1.6752
STX16	1.6751
TOR1A	1.6734
RELN	1.6734
KATNB1	1.6734
TMEM70	1.6734
SLC6A8	1.672
ETFA	1.6718
ETFB	1.6718
ETFDH	1.6718
TOMM7	1.6712
TGDS	1.671
SNAP29	1.671
FBXL3	1.6709
BANF1	1.6707
SLC4A10	1.6699
COL27A1	1.669
TBX5	1.6673
CDC6	1.6668
CDT1	1.6668
TBCD	1.6655
HK1	1.6654
PAH	1.6647
PRR12	1.6645
ZNF668	1.6637
PAFAH1B1	1.6634
TRAIP	1.6625
CPAP	1.6625
ZC4H2	1.6625
NUP85	1.6625
ATRIP	1.6625
SPTSSA	1.6609
LINS1	1.6605
ZBTB18	1.6604
EPG5	1.6604
UNC80	1.6601
MAX	1.6596
MPDZ	1.6574
TXNDC15	1.6573
B4GALT1	1.657
KIF14	1.6569
IGF1	1.6539
EMG1	1.6539
COG7	1.6539
FRA10AC1	1.6539
EYA1	1.6539
BRWD3	1.6533
LTBP1	1.6525
CACNA1C	1.6523
B4GAT1	1.6501
MMP2	1.6493
PDE6D	1.6493
SCN4A	1.6493
TOPORS	1.6493
RPGRIP1	1.6487
FBLN5	1.6484
CHUK	1.6477
HSPA9	1.647
SMG8	1.6459
IPW	1.6455
MKRN3	1.6455
HERC2	1.6455
NPAP1	1.6455
PWAR1	1.6455
SNORD115-1	1.6455
PWRN1	1.6455
SNORD116-1	1.6455
IRX5	1.6441
MTHFR	1.6439
ACBD6	1.6436
ALX1	1.6434
DHX37	1.6426
COG8	1.6417
YY1	1.6413
MMP13	1.6413
IFT56	1.6405
KCTD1	1.6405
CFAP410	1.6388
GLI1	1.6369
MATN3	1.6369
UBAP2L	1.6368
SMPD1	1.6362
AARS1	1.636
CARS1	1.636
ERCC3	1.636
PPP3CA	1.636
OTUD6B	1.635
RYR3	1.635
CACNA2D1	1.6345
OCA2	1.6345
SYNE1	1.6337
EDA	1.6321
KNSTRN	1.6321
EPB41L1	1.632
ACTG2	1.6295
SOX2	1.6295
SLC39A14	1.6288
LARS1	1.6285
PAK3	1.6264
COG5	1.6264
PACS2	1.6264
EXOSC5	1.6264
MAD1L1	1.6261
NEXMIF	1.625
PI4KA	1.6238
PAICS	1.6228
SPRTN	1.6227
RHOBTB2	1.6226
WBP11	1.6216
BBS7	1.6209
TSEN54	1.6203
NECTIN1	1.6197
KCNJ5	1.6189
PHEX	1.6182
TMEM165	1.618
H4C9	1.6176
AMPD2	1.6169
CAMK2B	1.6169
GNAQ	1.6156
ADAMTSL2	1.6138
LZTFL1	1.6138
RAC3	1.6133
STAG1	1.6122
PIEZO2	1.6122
RRAGC	1.612
CDK13	1.6085
CLTCL1	1.6076
WDR62	1.6074
DLX5	1.604
NFIB	1.6036
TXNL4A	1.6031
SET	1.6028
C1GALT1C1	1.6027
KCNN3	1.602
MYO18B	1.6008
TBC1D20	1.6007
INSR	1.5999
SCN1A	1.5999
TAF6	1.5999
SYNGAP1	1.5999
GALC	1.599
PSAP	1.599
MPLKIP	1.5973
PAK2	1.5968
RBPJ	1.5968
ARHGAP31	1.5968
ZNF148	1.5964
CHSY1	1.5959
GOLGA2	1.595
CNOT3	1.5946
MSL3	1.5946
FOXC1	1.5942
PITX2	1.5942
ZNHIT3	1.5938
PNPLA6	1.5936
PSPH	1.5922
PUS7	1.5921
NDUFS4	1.5913
DDRGK1	1.5904
TET3	1.5893
HOXB1	1.5882
ZNF407	1.5877
RSPO2	1.586
ERCC8	1.5855
IFIH1	1.5855
UBR1	1.5855
TNRC6B	1.5853
TBX22	1.5844
ASNS	1.5829
CSF1R	1.5827
WARS1	1.5824
DDB1	1.582
KIDINS220	1.5819
SMAD3	1.581
TGFB2	1.581
TGFBR1	1.581
TCF12	1.5809
PLP1	1.5807
RAB33B	1.5803
PLAA	1.5799
ALMS1	1.5794
KDM5A	1.5771
AP4M1	1.5769
GNA11	1.5762
ARL6IP6	1.5762
TP53RK	1.5759
DMPK	1.5758
HEXB	1.5758
MYOD1	1.5754
SLC18A3	1.5754
GORAB	1.574
AP4B1	1.5733
AP4S1	1.5733
AP4E1	1.5733
AGL	1.5726
TOGARAM1	1.5722
KATNIP	1.5722
IFT57	1.5714
POLRMT	1.5711
GALNS	1.5708
PAK1	1.5708
PPM1D	1.5694
SCYL2	1.5678
LAGE3	1.5672
ANKLE2	1.5672
NUP133	1.5672
NUP107	1.5672
GON7	1.5672
TELO2	1.5669
MIR17HG	1.5669
VANGL2	1.5668
NDUFV1	1.5666
NDUFAF3	1.5666
ATPAF2	1.5657
PRKAR1B	1.5632
MYMX	1.5627
SIX6	1.5593
TOE1	1.5592
ATAD3A	1.5575
PRKDC	1.5568
CLP1	1.5568
PGAP1	1.5558
PMM2	1.5545
POU4F1	1.554
RDH11	1.5536
KCNJ6	1.5534
ZNF335	1.5534
TREX1	1.5532
PLCB3	1.5519
DRG1	1.5512
FLCN	1.5512
GFAP	1.5511
SMC5	1.5505
MACF1	1.5504
MAPKAPK5	1.5503
TTI2	1.5503
TBX3	1.5503
GTF2E2	1.5494
RNF113A	1.5494
GTF2H5	1.5494
SLC10A7	1.548
FGF10	1.5479
CA2	1.5468
GDF11	1.5463
HYOU1	1.5459
NPHP1	1.5457
TBX2	1.5457
TTC8	1.5457
COL3A1	1.5456
TNNI2	1.5456
TNNT3	1.5456
TPM2	1.5456
MIA3	1.5456
COL18A1	1.5452
GMPPA	1.5446
ASPH	1.5443
XYLT2	1.5436
PARS2	1.5426
VPS53	1.5426
KNL1	1.5426
SIL1	1.5422
THUMPD1	1.5414
PRKD1	1.5408
ALX3	1.5407
NUP188	1.5389
CSNK2A1	1.5383
NFASC	1.5383
TRIP12	1.5366
RECQL	1.5352
TAF4	1.5352
TECPR2	1.535
GLE1	1.535
VPS33B	1.535
FLT4	1.5333
GDF1	1.5333
KDR	1.5333
CITED2	1.5333
ZFPM2	1.5333
GATA5	1.5333
MRPS28	1.5321
CDK5	1.5298
OSTM1	1.5294
PLOD1	1.5289
GPKOW	1.5285
VDR	1.5282
SMARCAL1	1.5265
DTYMK	1.5264
SKIC3	1.5257
GRIA4	1.5257
RBMX	1.524
DDX6	1.5236
ABL1	1.5227
GTPBP2	1.5223
PPP2R3C	1.5219
ACSL4	1.5212
PAX3	1.5212
AFG2A	1.5196
VPS33A	1.5176
FTO	1.5159
EDA2R	1.5143
ALDH6A1	1.5143
SRD5A3	1.5135
TARS1	1.5107
GAN	1.5103
MTFMT	1.51
MPV17	1.5086
VARS1	1.5077
ARNT2	1.5073
IDH2	1.5063
KCNQ1	1.5062
KCNQ1OT1	1.5062
FGF3	1.506
YWHAE	1.5058
SUCLG1	1.5056
IARS1	1.5044
ADAR	1.5017
XPA	1.5017
RNU7-1	1.5017
NDP	1.5017
PREPL	1.5016
HPGD	1.5009
FBN2	1.5008
ROBO1	1.5006
GJB6	1.5006
ACOX1	1.5004
ADH5	1.4989
DACT1	1.4972
